10	0
1001	1
1002	1
1003	9
1006	4
1007	1
1009	6
1015	6
1019	8
1021	9
1022	5
1023	6
1024	2
1031	1
1032	8
1033	0
1034	0
1035	2
1037	5
1045	0
1049	1
105	1
106	1
1060	0
1075	4
1077	5
1079	3
108	9
1086	3
1087	1
1091	2
1092	0
1098	3
1099	6
1100	0
1101	5
1106	6
1113	0
1118	4
1119	3
112	8
1120	0
1123	1
113	5
1132	1
1139	5
1145	5
1153	1
1154	9
1156	4
1163	7
1169	5
1176	1
118	5
1181	1
1182	5
1184	3
1193	4
1201	7
1204	4
1206	0
1209	4
1210	4
1211	1
1217	3
1222	3
1227	1
1230	3
1234	0
1237	5
124	8
1240	9
1245	9
1246	0
1254	0
1257	2
1264	9
1265	5
1267	6
1269	2
1275	9
1280	2
1284	8
1285	1
1286	2
129	0
1294	9
1296	5
1306	4
131	6
1314	4
1315	2
1317	2
1319	1
132	5
1321	1
1323	6
1330	8
1334	2
1335	9
1342	6
1344	7
135	1
1350	8
1351	2
1360	6
1364	9
1367	9
1368	1
137	2
1370	9
1371	9
1377	9
1378	6
139	4
1392	6
1398	8
14	1
1403	3
1405	2
1406	1
1407	8
1414	1
1422	1
1424	3
1425	1
1426	3
1432	2
1433	3
1441	7
1448	2
1449	1
1456	0
1457	2
1467	8
1474	3
148	0
1483	3
1485	2
1489	4
1494	3
1495	5
1497	9
15	3
1500	9
1506	2
1510	0
1512	4
1515	1
1516	0
1519	5
1523	4
1524	7
1527	0
1528	4
1530	0
1534	9
1538	2
1545	2
1547	0
1548	5
155	1
1566	5
1567	1
1575	4
1587	5
1592	4
1598	8
1609	6
1613	0
1619	4
162	5
1620	7
1621	2
1633	3
1639	1
1640	3
1641	8
165	3
1652	1
1653	3
1657	9
1658	0
1662	8
1663	0
1665	1
1668	3
1672	3
1675	7
168	9
1686	5
1688	8
1690	1
1692	2
1694	3
1695	5
1702	0
1703	2
1708	2
1709	2
1720	3
1721	9
1723	5
1728	0
1729	8
1733	1
1735	2
1738	4
1740	7
1744	6
1745	0
1746	3
1751	4
1754	7
1757	2
1758	0
1759	1
176	5
1760	1
1761	0
177	1
1770	0
1774	8
1775	7
178	6
1781	5
1786	8
1798	6
1799	0
1800	1
1803	5
1805	8
1806	8
1809	2
181	4
1810	0
1811	9
1813	0
1814	5
1816	1
1817	0
1831	0
1834	4
1835	0
1836	2
1839	4
1848	7
1857	1
1863	6
1864	1
1869	0
1870	6
1876	7
1882	1
1884	5
1887	3
1888	7
1893	7
1895	7
1896	6
1897	1
1898	1
1899	8
1906	7
1909	8
1910	0
1912	2
1929	6
193	5
1932	8
1941	4
1946	0
1949	1
1958	4
1959	3
1967	7
1973	5
1975	0
198	4
1981	6
1990	4
1991	1
2	1
2001	0
2005	9
2007	8
2011	5
2012	7
2016	2
202	5
2023	5
2025	7
2028	0
2029	5
203	3
2034	9
2037	2
2041	8
2044	2
2047	0
2048	8
2049	6
205	9
2052	0
2056	1
206	0
2061	4
2064	5
2069	1
2071	4
2078	3
2085	7
2086	0
2092	2
2097	4
2101	5
2102	6
2105	9
2107	5
2110	7
2111	7
2112	1
212	0
2120	2
2121	2
2126	7
2131	7
2133	8
2143	0
2147	5
2148	6
215	5
2151	1
2154	1
2158	1
2169	4
2171	6
2177	3
2178	3
2180	3
2188	8
2194	4
2196	4
2208	2
2211	7
2217	6
2218	8
2232	8
2235	2
224	6
2242	5
2243	6
225	2
2252	4
226	3
2263	9
227	5
2276	0
2286	4
229	4
2292	4
2294	8
2295	5
2298	1
230	9
2300	7
2302	4
2305	5
231	3
2312	5
2317	2
2318	1
2326	3
2334	9
2335	1
2337	3
2338	5
234	8
2346	5
2356	7
2360	6
2363	5
2368	3
2369	2
2371	1
2373	0
2374	8
2395	3
2396	3
24	0
2404	8
2409	7
241	8
2410	6
2411	8
242	4
2420	8
2423	7
2428	1
2432	1
2434	7
2435	4
2437	0
2438	3
2442	0
245	3
2453	8
2466	4
2473	3
2480	6
2487	4
2488	8
2494	7
2495	1
2497	4
2499	7
2502	3
2506	5
2508	1
2509	9
2517	9
2520	5
2523	0
2526	5
2528	1
253	2
2530	2
2532	3
2534	1
2536	4
2538	3
2539	2
2547	2
2553	7
2554	7
2558	2
2559	0
256	1
2560	1
2562	1
2569	3
257	3
258	0
2588	2
2591	6
2593	5
2600	1
2609	1
2610	0
2611	4
2613	5
2615	2
2621	0
2625	4
2626	1
2629	0
263	2
2637	2
2641	6
2642	2
2643	1
2644	2
2646	6
2647	8
265	1
2653	0
2659	8
2665	1
2668	1
2673	2
2674	3
2679	1
2682	5
2683	2
2684	7
2688	8
2689	4
2692	0
2694	8
2697	7
2699	0
270	6
2701	4
2703	8
2714	5
2715	7
2722	9
2725	4
2737	7
2738	1
2748	7
2749	4
275	1
2759	7
2763	0
2765	1
2766	6
2768	5
2778	4
278	4
2781	1
2787	0
2799	8
2803	1
2808	1
281	1
2816	4
2822	9
2831	6
2834	8
2841	6
2849	4
2854	8
2855	4
2858	0
2864	6
2865	4
2867	7
287	3
2870	8
2873	6
289	4
290	4
291	8
292	5
293	8
296	9
300	4
303	8
309	2
311	2
313	6
314	8
315	3
317	4
321	5
324	0
326	9
329	0
335	9
345	5
346	2
350	2
352	2
355	3
356	0
367	8
371	5
372	3
381	3
384	4
390	1
391	8
392	3
396	3
411	1
413	3
415	1
416	5
424	2
431	9
434	9
435	0
436	5
439	1
441	9
443	1
444	3
450	2
452	3
454	4
46	2
461	8
465	3
470	3
475	9
477	0
485	1
487	9
489	5
490	4
491	0
493	8
494	7
499	4
500	7
501	8
502	2
506	9
510	0
515	6
518	4
52	3
523	9
524	9
525	8
527	6
528	4
529	8
531	2
534	3
536	2
54	0
544	3
545	8
546	4
55	5
556	6
559	2
56	1
57	4
570	3
576	8
